dc,ps,gc,electors,0830,0930,1030,1130,1230,1330,1430,1530,1630,1730,1830,1930,2030,2130,2230
R,R1901,LC5,"10,372 ",74 ,338 ,713 ,"1,112 ","1,472 ","1,782 ","2,168 ","2,503 ","2,844 ","3,176 ","3,529 ","3,836 ","4,179 ","4,475 ","4,795 "
R,R1902,LC5,"1,834 ",20 ,52 ,107 ,168 ,212 ,257 ,334 ,399 ,465 ,525 ,592 ,647 ,709 ,771 ,821 
R,R2001,LC5,"7,079 ",65 ,219 ,450 ,687 ,959 ,"1,187 ","1,467 ","1,729 ","1,985 ","2,218 ","2,456 ","2,712 ","2,908 ","3,161 ","3,409 "
R,R2002,LC5,837 ,12 ,30 ,57 ,77 ,101 ,143 ,175 ,212 ,246 ,276 ,300 ,322 ,359 ,392 ,428 
R,R2101,LC5,"7,848 ",50 ,229 ,499 ,796 ,"1,154 ","1,462 ","1,773 ","2,099 ","2,476 ","2,761 ","3,068 ","3,368 ","3,622 ","3,965 ","4,273 "
R,R2201,LC5,"7,526 ",40 ,147 ,308 ,576 ,860 ,"1,105 ","1,396 ","1,644 ","1,967 ","2,241 ","2,503 ","2,750 ","3,042 ","3,288 ","3,607 "
R,R2301,LC5,"1,668 ",17 ,42 ,94 ,149 ,222 ,287 ,341 ,394 ,462 ,500 ,579 ,641 ,682 ,720 ,763 
R,R2302,LC5,"4,499 ",37 ,125 ,247 ,451 ,648 ,850 ,"1,046 ","1,279 ","1,433 ","1,595 ","1,815 ","1,999 ","2,186 ","2,419 ","2,678 "
R,R2401,LC5,"10,873 ",76 ,279 ,623 ,"1,045 ","1,416 ","1,821 ","2,214 ","2,622 ","3,074 ","3,483 ","3,870 ","4,220 ","4,609 ","5,042 ","5,499 "
R,R2501,LC5,"11,953 ",81 ,289 ,615 ,"1,098 ","1,585 ","2,026 ","2,426 ","2,877 ","3,353 ","3,867 ","4,272 ","4,722 ","5,152 ","5,521 ","6,039 "
R,R2601,LC5,"9,080 ",59 ,200 ,435 ,774 ,"1,155 ","1,518 ","1,930 ","2,315 ","2,721 ","3,081 ","3,400 ","3,748 ","4,094 ","4,488 ","4,931 "
R,R2801,LC5,"13,129 ",88 ,314 ,697 ,"1,147 ","1,643 ","2,167 ","2,614 ","3,118 ","3,608 ","4,137 ","4,564 ","5,034 ","5,434 ","5,955 ","6,484 "
